pedestrianId simTime groupId-PID5
5 8.4 2
13 8.4 0
4 8.5 0
11 8.5 0
18 8.5 1
7 8.6 2
9 8.7 0
12 8.7 0
14 8.7 0
1 8.8 0
10 8.8 0
8 8.9 2
15 8.9 1
4 9.0 0
5 9.0 2
6 9.0 0
13 9.0 2
16 9.0 1
17 9.0 1
18 9.0 1
11 9.1 0
19 9.2 1
20 9.2 1
21 9.2 1
7 9.3 2
12 9.3 0
14 9.3 0
1 9.4 0
9 9.4 0
10 9.4 0
15 9.5 1
18 9.5 1
4 9.6 2
5 9.6 2
8 9.6 2
13 9.6 2
6 9.7 0
11 9.7 2
16 9.7 1
17 9.7 1
12 9.8 0
14 9.8 0
20 9.9 1
21 9.9 1
9 10.0 0
10 10.0 0
15 10.0 1
18 10.0 1
19 10.0 1
1 10.1 0
7 10.1 2
4 10.2 2
5 10.2 2
13 10.2 2
8 10.3 2
6 10.4 0
11 10.4 2
12 10.4 0
14 10.4 0
18 10.4 1
16 10.5 1
17 10.5 1
21 10.5 1
9 10.6 0
10 10.6 0
15 10.6 1
20 10.6 1
1 10.7 0
19 10.7 1
4 10.8 2
7 10.8 2
13 10.8 2
22 10.8 0
23 10.8 0
24 10.8 0
5 10.9 2
14 10.9 0
18 10.9 1
6 11.0 2
11 11.0 2
12 11.0 0
9 11.2 0
10 11.2 0
15 11.2 1
16 11.2 1
17 11.2 1
20 11.2 1
21 11.2 1
1 11.3 0
4 11.3 2
22 11.3 0
24 11.3 0
13 11.4 2
18 11.4 1
23 11.4 0
5 11.5 2
12 11.5 0
14 11.5 0
19 11.5 1
7 11.6 2
11 11.6 2
6 11.7 2
10 11.7 0
9 11.8 0
15 11.8 1
22 11.8 0
4 11.9 2
16 11.9 1
17 11.9 1
20 11.9 1
21 11.9 1
24 11.9 0
1 12.0 0
13 12.0 2
14 12.0 0
25 12.0 0
26 12.0 1
27 12.0 1
5 12.1 2
12 12.1 0
23 12.1 0
11 12.2 2
10 12.3 0
15 12.3 1
19 12.3 1
22 12.3 0
6 12.4 2
7 12.4 2
9 12.4 0
24 12.4 0
4 12.5 2
13 12.5 2
1 12.6 0
12 12.6 0
14 12.6 0
16 12.6 1
17 12.6 1
20 12.6 1
21 12.6 1
25 12.6 0
26 12.6 1
5 12.7 2
23 12.7 0
27 12.7 1
11 12.8 2
22 12.8 0
10 12.9 0
15 12.9 1
4 13.0 2
19 13.0 1
24 13.0 0
6 13.1 2
7 13.1 2
9 13.1 0
13 13.1 2
14 13.1 0
25 13.1 0
1 13.2 0
12 13.2 2
21 13.2 1
5 13.3 2
16 13.3 1
17 13.3 1
20 13.3 1
22 13.3 0
26 13.3 1
11 13.4 2
23 13.4 0
27 13.4 1
10 13.5 0
15 13.5 1
24 13.5 0
4 13.6 2
28 13.6 0
29 13.6 1
30 13.6 1
6 13.7 2
9 13.7 0
12 13.7 2
13 13.7 2
14 13.7 0
25 13.7 0
19 13.8 1
22 13.8 0
1 13.9 0
5 13.9 2
7 13.9 2
21 13.9 1
26 13.9 1
10 14.0 0
16 14.0 1
17 14.0 1
20 14.0 1
23 14.0 0
11 14.1 2
15 14.1 1
24 14.1 0
27 14.1 1
4 14.2 2
14 14.2 0
25 14.2 0
28 14.2 0
29 14.2 1
9 14.3 0
12 14.3 2
13 14.3 2
22 14.3 0
6 14.4 2
1 14.5 0
26 14.5 1
5 14.6 2
10 14.6 0
19 14.6 1
20 14.6 1
21 14.6 1
23 14.6 0
24 14.6 0
7 14.7 2
11 14.7 2
15 14.7 1
16 14.7 1
29 14.7 1
30 14.7 1
4 14.8 2
14 14.8 0
17 14.8 1
22 14.8 0
25 14.8 0
27 14.8 1
28 14.8 0
9 14.9 0
12 14.9 2
13 14.9 2
1 15.1 0
6 15.1 2
24 15.1 0
5 15.2 2
10 15.2 0
15 15.2 1
26 15.2 1
31 15.2 1
32 15.2 1
33 15.2 1
4 15.3 2
11 15.3 2
14 15.3 0
19 15.3 1
20 15.3 1
21 15.3 1
22 15.3 0
23 15.3 0
25 15.3 0
29 15.3 1
7 15.4 2
12 15.4 2
28 15.4 0
9 15.5 0
13 15.5 2
16 15.5 1
17 15.5 1
27 15.5 1
1 15.7 0
24 15.7 0
33 15.7 1
5 15.8 2
6 15.8 2
10 15.8 0
15 15.8 1
22 15.8 0
26 15.8 1
30 15.8 1
31 15.8 1
32 15.8 1
4 15.9 2
11 15.9 2
14 15.9 2
21 15.9 1
23 15.9 2
25 15.9 0
29 15.9 1
12 16.0 2
20 16.0 1
28 16.0 0
9 16.1 0
13 16.1 2
19 16.1 1
7 16.2 2
16 16.2 1
17 16.2 1
24 16.2 0
27 16.2 1
22 16.3 0
33 16.3 1
1 16.4 0
5 16.4 2
6 16.4 2
10 16.4 0
14 16.4 2
15 16.4 1
25 16.4 0
26 16.4 1
29 16.4 1
32 16.4 1
4 16.5 2
11 16.5 2
12 16.5 2
23 16.5 2
31 16.5 1
21 16.6 1
9 16.7 0
13 16.7 2
20 16.7 1
28 16.7 0
22 16.8 0
24 16.8 0
33 16.8 1
34 16.8 2
35 16.8 0
36 16.8 1
10 16.9 0
16 16.9 1
17 16.9 1
19 16.9 1
27 16.9 1
30 16.9 1
1 17.0 0
4 17.0 2
5 17.0 2
7 17.0 2
14 17.0 2
15 17.0 1
25 17.0 0
29 17.0 1
32 17.0 1
6 17.1 2
11 17.1 2
12 17.1 2
26 17.1 1
31 17.1 1
23 17.2 2
13 17.3 2
21 17.3 1
22 17.3 0
24 17.3 0
28 17.3 0
33 17.3 1
35 17.3 0
9 17.4 0
34 17.4 2
10 17.5 0
14 17.5 2
15 17.5 1
25 17.5 0
36 17.5 1
1 17.6 0
4 17.6 2
16 17.6 1
19 17.6 1
27 17.6 1
29 17.6 1
32 17.6 1
5 17.7 2
7 17.7 2
12 17.7 2
26 17.7 1
31 17.7 1
6 17.8 2
11 17.8 2
22 17.8 0
23 17.8 2
24 17.8 0
33 17.8 1
13 17.9 2
28 17.9 0
35 17.9 0
9 18.0 0
30 18.0 1
34 18.0 2
37 18.0 0
38 18.0 1
39 18.0 1
10 18.1 0
14 18.1 2
15 18.1 1
25 18.1 0
29 18.1 1
4 18.2 2
12 18.2 2
32 18.2 1
36 18.2 1
1 18.3 0
5 18.3 2
16 18.3 1
22 18.3 0
26 18.3 1
11 18.4 2
19 18.4 1
24 18.4 0
27 18.4 1
31 18.4 1
33 18.4 1
35 18.4 0
6 18.5 2
7 18.5 2
13 18.5 2
23 18.5 2
28 18.5 0
39 18.5 1
9 18.6 0
14 18.6 2
25 18.6 0
34 18.6 2
37 18.6 0
10 18.7 0
15 18.7 1
29 18.7 1
4 18.8 2
12 18.8 2
22 18.8 0
32 18.8 1
38 18.8 1
1 18.9 0
5 18.9 2
24 18.9 0
33 18.9 1
11 19.0 2
16 19.0 1
26 19.0 1
31 19.0 1
35 19.0 0
36 19.0 1
6 19.1 2
13 19.1 2
23 19.1 2
28 19.1 0
30 19.1 1
37 19.1 0
39 19.1 1
9 19.2 0
10 19.2 0
14 19.2 2
19 19.2 1
25 19.2 0
34 19.2 2
4 19.3 2
7 19.3 2
12 19.3 2
15 19.3 1
22 19.3 0
33 19.4 1
1 19.5 0
5 19.5 2
24 19.5 0
32 19.5 1
35 19.5 0
11 19.6 2
26 19.6 1
31 19.6 1
38 19.6 1
39 19.6 1
40 19.6 1
41 19.6 1
42 19.6 1
13 19.7 2
14 19.7 2
16 19.7 1
23 19.7 2
28 19.7 0
36 19.7 1
37 19.7 0
6 19.8 2
9 19.8 0
10 19.8 0
15 19.8 1
22 19.8 0
25 19.8 0
34 19.8 2
4 19.9 2
12 19.9 2
19 19.9 1
33 19.9 1
7 20.0 2
24 20.0 0
35 20.0 0
1 20.1 0
5 20.1 2
32 20.1 1
41 20.1 1
42 20.1 1
11 20.2 2
26 20.2 1
37 20.2 0
39 20.2 0
40 20.2 1
13 20.3 2
14 20.3 2
22 20.3 0
25 20.3 0
28 20.3 0
30 20.3 1
31 20.3 1
9 20.4 0
10 20.4 0
15 20.4 1
16 20.4 1
23 20.4 2
34 20.4 2
36 20.4 1
4 20.5 2
6 20.5 2
12 20.5 2
33 20.5 1
38 20.5 1
24 20.6 0
35 20.6 0
41 20.6 1
5 20.7 2
19 20.7 1
32 20.7 1
39 20.7 0
40 20.7 1
42 20.7 1
1 20.8 0
7 20.8 2
11 20.8 2
14 20.8 2
22 20.8 0
37 20.8 0
13 20.9 2
25 20.9 0
26 20.9 1
28 20.9 0
31 20.9 1
4 21.0 2
10 21.0 0
12 21.0 2
15 21.0 1
23 21.0 2
33 21.0 1
34 21.0 2
9 21.1 0
24 21.1 0
35 21.1 0
36 21.1 1
41 21.1 1
6 21.2 2
16 21.2 1
39 21.2 0
42 21.2 1
43 21.2 1
44 21.2 1
45 21.2 1
22 21.3 0
32 21.3 1
37 21.3 0
38 21.3 1
40 21.3 1
1 21.4 0
5 21.4 2
14 21.4 2
25 21.4 0
30 21.4 1
11 21.5 2
13 21.5 2
19 21.5 1
26 21.5 1
28 21.5 0
31 21.5 1
33 21.5 1
4 21.6 2
7 21.6 2
10 21.6 0
12 21.6 2
15 21.6 1
24 21.6 0
34 21.6 2
41 21.6 1
9 21.7 0
23 21.7 2
35 21.7 0
43 21.7 1
44 21.7 1
6 21.8 2
22 21.8 0
36 21.8 1
39 21.8 0
42 21.8 1
45 21.8 1
14 21.9 2
16 21.9 1
32 21.9 1
37 21.9 0
40 21.9 1
1 22.0 0
5 22.0 2
25 22.0 0
33 22.0 1
10 22.1 0
11 22.1 2
12 22.1 2
13 22.1 2
26 22.1 1
28 22.1 0
38 22.1 1
41 22.1 1
4 22.2 2
15 22.2 1
19 22.2 1
24 22.2 0
31 22.2 1
34 22.2 2
35 22.2 0
43 22.2 1
44 22.2 1
7 22.3 2
9 22.3 0
22 22.3 0
23 22.3 2
39 22.3 0
42 22.3 1
40 22.4 1
45 22.4 1
6 22.5 2
14 22.5 2
25 22.5 0
30 22.5 1
32 22.5 1
37 22.5 0
5 22.6 2
16 22.6 1
36 22.6 1
1 22.7 0
10 22.7 0
11 22.7 2
12 22.7 2
13 22.7 2
15 22.7 1
24 22.7 0
35 22.7 0
41 22.7 1
43 22.7 1
44 22.7 1
4 22.8 2
26 22.8 1
28 22.8 0
31 22.8 1
34 22.8 2
46 22.8 1
47 22.8 1
48 22.8 1
9 22.9 0
22 22.9 0
23 22.9 2
38 22.9 1
39 22.9 0
42 22.9 1
14 23.0 2
19 23.0 1
37 23.0 0
40 23.0 1
45 23.0 1
7 23.1 2
25 23.1 0
32 23.1 1
5 23.2 2
6 23.2 2
41 23.2 0
43 23.2 1
1 23.3 0
4 23.3 2
10 23.3 0
11 23.3 2
12 23.3 2
13 23.3 2
15 23.3 1
16 23.3 1
24 23.3 0
35 23.3 0
36 23.3 1
44 23.3 1
22 23.4 0
26 23.4 1
28 23.4 0
31 23.4 1
34 23.4 2
39 23.4 0
42 23.4 1
46 23.4 1
48 23.4 1
9 23.5 0
47 23.5 1
14 23.6 2
23 23.6 2
25 23.6 0
30 23.6 1
37 23.6 0
40 23.6 1
45 23.6 1
32 23.7 1
38 23.7 1
41 23.7 0
43 23.7 1
5 23.8 2
7 23.8 2
12 23.8 2
19 23.8 1
24 23.8 0
35 23.8 0
44 23.8 1
1 23.9 0
4 23.9 2
6 23.9 2
10 23.9 0
11 23.9 2
13 23.9 2
15 23.9 1
22 23.9 0
39 23.9 0
42 23.9 1
16 24.0 1
28 24.0 0
34 24.0 2
36 24.0 1
46 24.0 1
9 24.1 2
14 24.1 2
26 24.1 1
31 24.1 1
37 24.1 0
40 24.1 1
48 24.1 1
23 24.2 2
25 24.2 0
41 24.2 0
43 24.2 1
45 24.2 1
32 24.3 1
44 24.3 1
47 24.3 1
5 24.4 2
10 24.4 0
12 24.4 2
22 24.4 0
24 24.4 0
35 24.4 0
49 24.4 1
50 24.4 1
51 24.4 1
4 24.5 2
6 24.5 2
13 24.5 2
15 24.5 1
19 24.5 1
38 24.5 1
39 24.5 0
42 24.5 1
1 24.6 0
7 24.6 2
11 24.6 2
28 24.6 0
34 24.6 2
46 24.6 1
14 24.7 2
16 24.7 1
25 24.7 0
26 24.7 1
30 24.7 1
31 24.7 1
36 24.7 1
37 24.7 0
40 24.7 1
41 24.7 0
43 24.7 1
45 24.7 1
48 24.7 1
9 24.8 2
23 24.8 2
44 24.8 1
12 24.9 2
22 24.9 0
24 24.9 2
32 24.9 1
35 24.9 0
10 25.0 0
13 25.0 2
15 25.0 1
39 25.0 0
42 25.0 1
47 25.0 1
49 25.0 1
50 25.0 1
4 25.1 2
5 25.1 2
46 25.1 1
51 25.1 1
1 25.2 0
6 25.2 2
11 25.2 2
14 25.2 2
28 25.2 0
34 25.2 2
37 25.2 0
41 25.2 0
43 25.2 1
19 25.3 1
25 25.3 0
26 25.3 1
31 25.3 1
40 25.3 1
44 25.3 1
45 25.3 1
48 25.3 1
7 25.4 2
9 25.4 2
16 25.4 1
22 25.4 0
24 25.4 2
36 25.4 1
38 25.4 1
12 25.5 2
23 25.5 2
32 25.5 1
35 25.5 0
49 25.5 1
4 25.6 2
10 25.6 0
13 25.6 2
15 25.6 1
39 25.6 0
42 25.6 1
43 25.6 1
52 25.6 0
53 25.6 0
54 25.6 1
5 25.7 2
41 25.7 0
46 25.7 1
47 25.7 1
50 25.7 1
51 25.7 1
1 25.8 0
11 25.8 2
14 25.8 2
28 25.8 0
30 25.8 1
34 25.8 2
37 25.8 0
40 25.8 1
44 25.8 1
6 25.9 2
22 25.9 0
25 25.9 0
45 25.9 1
9 26.0 2
24 26.0 2
26 26.0 1
31 26.0 1
35 26.0 0
48 26.0 1
7 26.1 2
12 26.1 2
19 26.1 1
23 26.1 2
32 26.1 1
39 26.1 0
42 26.1 1
43 26.1 1
49 26.1 1
52 26.1 0
54 26.1 1
4 26.2 2
10 26.2 0
13 26.2 2
15 26.2 1
16 26.2 1
36 26.2 1
38 26.2 1
41 26.2 0
53 26.2 2
5 26.3 2
14 26.3 2
44 26.3 1
46 26.3 1
50 26.3 1
1 26.4 0
11 26.4 2
22 26.4 0
25 26.4 0
28 26.4 0
34 26.4 2
37 26.4 0
40 26.4 1
47 26.4 1
51 26.4 1
6 26.5 2
24 26.5 2
35 26.5 0
45 26.5 1
9 26.6 2
12 26.6 2
26 26.6 1
31 26.6 1
39 26.6 0
43 26.6 1
48 26.6 1
52 26.6 0
41 26.7 0
42 26.7 1
49 26.7 1
54 26.7 1
4 26.8 2
10 26.8 0
13 26.8 2
15 26.8 1
19 26.8 1
23 26.8 2
32 26.8 1
44 26.8 1
53 26.8 2
5 26.9 2
7 26.9 2
14 26.9 2
16 26.9 1
22 26.9 0
30 26.9 1
36 26.9 1
37 26.9 0
40 26.9 1
46 26.9 1
50 26.9 1
11 27.0 2
25 27.0 0
28 27.0 0
34 27.0 2
38 27.0 1
51 27.0 1
1 27.1 0
24 27.1 2
35 27.1 0
43 27.1 1
45 27.1 1
52 27.1 0
6 27.2 2
9 27.2 2
12 27.2 2
26 27.2 1
31 27.2 1
39 27.2 0
41 27.2 0
42 27.2 1
47 27.2 1
48 27.2 1
49 27.2 1
54 27.2 1
55 27.2 0
56 27.2 1
57 27.2 1
4 27.3 2
10 27.3 0
53 27.3 2
13 27.4 2
14 27.4 2
15 27.4 1
22 27.4 0
23 27.4 2
32 27.4 1
44 27.4 1
5 27.5 2
25 27.5 0
37 27.5 0
40 27.5 1
46 27.5 1
50 27.5 1
52 27.5 0
11 27.6 2
16 27.6 1
19 27.6 1
24 27.6 2
28 27.6 0
34 27.6 2
35 27.6 0
36 27.6 1
43 27.6 1
1 27.7 0
7 27.7 2
12 27.7 2
39 27.7 0
45 27.7 1
51 27.7 1
56 27.7 1
9 27.8 2
38 27.8 1
41 27.8 0
42 27.8 1
49 27.8 1
54 27.8 1
55 27.8 0
57 27.8 1
4 27.9 2
6 27.9 2
10 27.9 0
15 27.9 1
22 27.9 0
26 27.9 1
31 27.9 1
44 27.9 1
47 27.9 1
48 27.9 1
53 27.9 2
13 28.0 2
14 28.0 2
23 28.0 2
30 28.0 1
32 28.0 1
37 28.0 0
52 28.0 0
5 28.1 2
24 28.1 2
25 28.1 0
40 28.1 1
43 28.1 1
46 28.1 1
34 28.2 2
35 28.2 0
50 28.2 1
56 28.2 1
1 28.3 0
11 28.3 2
12 28.3 2
16 28.3 1
28 28.3 0
36 28.3 1
39 28.3 0
41 28.3 2
42 28.3 1
45 28.3 1
54 28.3 1
7 28.4 2
9 28.4 2
19 28.4 1
22 28.4 0
44 28.4 1
49 28.4 1
51 28.4 1
55 28.4 0
4 28.5 2
10 28.5 0
14 28.5 2
15 28.5 1
26 28.5 1
31 28.5 1
48 28.5 1
52 28.5 0
53 28.5 2
57 28.5 1
6 28.6 2
13 28.6 2
25 28.6 0
32 28.6 1
37 28.6 0
38 28.6 1
40 28.6 1
43 28.6 1
46 28.6 1
47 28.6 1
56 28.6 1
23 28.7 2
24 28.7 2
35 28.7 0
5 28.8 2
34 28.8 2
39 28.8 0
41 28.8 2
42 28.8 1
50 28.8 1
58 28.8 0
59 28.8 1
60 28.8 1
11 28.9 2
12 28.9 2
22 28.9 0
28 28.9 0
44 28.9 1
45 28.9 1
49 28.9 1
54 28.9 1
1 29.0 0
16 29.0 1
36 29.0 1
51 29.0 1
52 29.0 2
4 29.1 2
9 29.1 2
10 29.1 0
14 29.1 2
15 29.1 1
19 29.1 1
26 29.1 1
30 29.1 1
37 29.1 0
43 29.1 1
53 29.1 2
55 29.1 0
56 29.1 1
57 29.1 1
6 29.2 2
7 29.2 2
13 29.2 2
24 29.2 2
25 29.2 0
31 29.2 1
32 29.2 1
35 29.2 0
40 29.2 1
46 29.2 1
48 29.2 1
23 29.3 2
39 29.3 0
41 29.3 2
47 29.3 1
58 29.3 0
60 29.3 1
5 29.4 2
12 29.4 2
22 29.4 0
34 29.4 2
38 29.4 1
42 29.4 1
44 29.4 1
50 29.4 1
54 29.4 1
11 29.5 2
28 29.5 0
45 29.5 1
49 29.5 1
52 29.5 2
59 29.5 1
1 29.6 0
4 29.6 2
10 29.6 0
14 29.6 2
43 29.6 1
53 29.6 2
56 29.6 1
9 29.7 2
15 29.7 1
16 29.7 1
25 29.7 0
37 29.7 0
51 29.7 1
55 29.7 0
13 29.8 2
24 29.8 2
26 29.8 1
31 29.8 1
32 29.8 1
35 29.8 0
36 29.8 1
40 29.8 1
41 29.8 2
46 29.8 1
48 29.8 1
57 29.8 1
58 29.8 0
60 29.8 1
6 29.9 2
19 29.9 1
22 29.9 0
39 29.9 0
42 29.9 1
44 29.9 1
5 30.0 2
7 30.0 2
12 30.0 2
23 30.0 2
34 30.0 2
49 30.0 1
52 30.0 2
54 30.0 1
11 30.1 2
28 30.1 0
43 30.1 1
45 30.1 1
47 30.1 1
50 30.1 1
56 30.1 1
1 30.2 0
4 30.2 2
10 30.2 0
14 30.2 2
15 30.2 1
30 30.2 1
53 30.2 2
59 30.2 1
9 30.3 2
24 30.3 2
25 30.3 0
35 30.3 0
37 30.3 0
38 30.3 1
40 30.3 1
41 30.3 2
51 30.3 1
55 30.3 0
58 30.3 0
60 30.3 1
13 30.4 2
16 30.4 1
22 30.4 2
26 30.4 1
31 30.4 1
32 30.4 1
39 30.4 2
44 30.4 1
46 30.4 1
48 30.4 1
52 30.4 2
57 30.4 1
61 30.4 0
62 30.4 1
63 30.4 1
12 30.5 2
36 30.5 1
42 30.5 1
54 30.5 1
5 30.6 2
6 30.6 2
23 30.6 2
34 30.6 2
43 30.6 1
49 30.6 1
56 30.6 1
7 30.7 2
11 30.7 2
14 30.7 2
19 30.7 1
28 30.7 0
45 30.7 1
50 30.7 1
4 30.8 2
10 30.8 0
15 30.8 1
25 30.8 0
37 30.8 0
41 30.8 2
47 30.8 1
53 30.8 2
58 30.8 0
60 30.8 1
1 30.9 0
9 30.9 2
22 30.9 2
24 30.9 2
35 30.9 2
40 30.9 1
52 30.9 2
55 30.9 0
59 30.9 1
61 30.9 0
13 31.0 2
26 31.0 1
32 31.0 1
39 31.0 2
42 31.0 1
44 31.0 1
46 31.0 1
51 31.0 1
54 31.0 1
56 31.0 1
62 31.0 1
63 31.0 1
12 31.1 2
31 31.1 1
38 31.1 1
43 31.1 1
48 31.1 1
57 31.1 1
5 31.2 2
16 31.2 1
23 31.2 2
34 31.2 2
36 31.2 1
45 31.2 1
49 31.2 1
60 31.2 1
4 31.3 2
6 31.3 2
11 31.3 2
14 31.3 2
28 31.3 0
41 31.3 2
50 31.3 1
58 31.3 0
10 31.4 0
15 31.4 1
19 31.4 1
22 31.4 2
24 31.4 2
25 31.4 0
30 31.4 1
35 31.4 2
37 31.4 0
52 31.4 2
53 31.4 2
1 31.5 0
7 31.5 2
9 31.5 2
39 31.5 2
40 31.5 1
44 31.5 1
47 31.5 1
56 31.5 1
59 31.5 1
61 31.5 0
63 31.5 1
12 31.6 2
13 31.6 2
32 31.6 1
42 31.6 1
43 31.6 1
46 31.6 1
51 31.6 1
54 31.6 1
55 31.6 0
62 31.6 1
64 31.6 0
65 31.6 0
66 31.6 0
26 31.7 1
31 31.7 1
48 31.7 1
49 31.7 1
57 31.7 1
60 31.7 1
14 31.8 2
34 31.8 2
41 31.8 2
45 31.8 1
58 31.8 0
4 31.9 2
5 31.9 2
6 31.9 2
10 31.9 0
16 31.9 1
22 31.9 2
23 31.9 2
24 31.9 2
25 31.9 0
28 31.9 0
35 31.9 2
36 31.9 1
37 31.9 0
38 31.9 1
50 31.9 1
52 31.9 2
11 32.0 2
15 32.0 1
40 32.0 1
44 32.0 1
53 32.0 2
56 32.0 1
61 32.0 0
1 32.1 0
9 32.1 2
39 32.1 2
42 32.1 1
43 32.1 1
46 32.1 1
54 32.1 1
63 32.1 1
66 32.1 0
12 32.2 2
13 32.2 2
19 32.2 1
32 32.2 1
47 32.2 1
55 32.2 0
59 32.2 1
60 32.2 1
62 32.2 1
64 32.2 0
65 32.2 0
7 32.3 2
26 32.3 1
31 32.3 1
41 32.3 2
48 32.3 1
49 32.3 1
51 32.3 1
14 32.4 2
22 32.4 2
34 32.4 2
45 32.4 1
52 32.4 2
57 32.4 1
58 32.4 0
4 32.5 2
5 32.5 2
10 32.5 0
15 32.5 1
23 32.5 2
24 32.5 2
25 32.5 0
28 32.5 0
30 32.5 1
35 32.5 2
37 32.5 0
44 32.5 1
53 32.5 2
56 32.5 1
6 32.6 2
11 32.6 2
16 32.6 1
36 32.6 1
39 32.6 2
40 32.6 1
42 32.6 1
43 32.6 1
50 32.6 1
61 32.6 0
63 32.6 1
1 32.7 0
38 32.7 1
46 32.7 1
54 32.7 1
60 32.7 1
64 32.7 0
66 32.7 0
9 32.8 2
12 32.8 2
13 32.8 2
32 32.8 1
41 32.8 2
55 32.8 0
62 32.8 1
65 32.8 0
14 32.9 2
22 32.9 2
26 32.9 1
49 32.9 1
52 32.9 2
58 32.9 0
59 32.9 1
7 33.0 2
19 33.0 1
24 33.0 2
31 33.0 1
34 33.0 2
35 33.0 2
44 33.0 1
45 33.0 1
47 33.0 1
48 33.0 1
51 33.0 1
56 33.0 1
57 33.0 1
4 33.1 2
5 33.1 2
10 33.1 0
15 33.1 1
25 33.1 0
28 33.1 0
37 33.1 0
39 33.1 2
43 33.1 1
53 33.1 2
61 33.1 0
11 33.2 2
23 33.2 2
40 33.2 1
42 33.2 1
50 33.2 1
54 33.2 1
60 33.2 1
63 33.2 1
66 33.2 0
67 33.2 1
68 33.2 1
69 33.2 0
6 33.3 2
12 33.3 2
16 33.3 1
46 33.3 1
52 33.3 2
64 33.3 0
1 33.4 2
9 33.4 2
13 33.4 2
22 33.4 2
32 33.4 1
36 33.4 1
41 33.4 2
49 33.4 1
55 33.4 0
56 33.4 1
58 33.4 0
62 33.4 1
65 33.4 0
14 33.5 2
34 33.5 2
38 33.5 1
44 33.5 1
4 33.6 2
24 33.6 2
25 33.6 0
26 33.6 1
30 33.6 1
31 33.6 1
35 33.6 2
37 33.6 0
43 33.6 1
45 33.6 1
48 33.6 1
51 33.6 1
59 33.6 1
61 33.6 0
5 33.7 2
10 33.7 0
15 33.7 1
19 33.7 1
28 33.7 0
39 33.7 2
40 33.7 1
42 33.7 1
47 33.7 1
53 33.7 2
57 33.7 1
60 33.7 1
63 33.7 1
66 33.7 0
68 33.7 1
7 33.8 2
11 33.8 2
23 33.8 2
50 33.8 1
52 33.8 2
54 33.8 1
67 33.8 1
12 33.9 2
22 33.9 2
41 33.9 2
46 33.9 1
56 33.9 1
58 33.9 0
64 33.9 0
65 33.9 0
69 33.9 0
1 34.0 2
6 34.0 2
9 34.0 2
13 34.0 2
14 34.0 2
16 34.0 1
44 34.0 1
49 34.0 1
55 34.0 0
62 34.0 1
24 34.1 2
32 34.1 1
34 34.1 2
35 34.1 2
36 34.1 1
43 34.1 1
4 34.2 2
25 34.2 0
26 34.2 1
31 34.2 1
37 34.2 0
39 34.2 2
45 34.2 1
48 34.2 1
60 34.2 1
61 34.2 0
66 34.2 0
68 34.2 1
5 34.3 2
10 34.3 0
15 34.3 1
38 34.3 1
40 34.3 1
42 34.3 1
51 34.3 1
52 34.3 2
53 34.3 2
54 34.3 1
57 34.3 1
59 34.3 1
63 34.3 1
11 34.4 2
12 34.4 2
22 34.4 2
23 34.4 2
28 34.4 0
41 34.4 2
47 34.4 1
56 34.4 1
58 34.4 0
67 34.4 1
19 34.5 1
43 34.5 1
44 34.5 1
46 34.5 1
50 34.5 1
64 34.5 0
65 34.5 0
1 34.6 2
6 34.6 2
7 34.6 2
9 34.6 2
13 34.6 2
14 34.6 2
24 34.6 2
35 34.6 2
